LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/ms),(micron/ms),(micron),(ms),(micron),(micron),(micron),
ID5667 → ID5517,97,5667,5517,5.977503470209556E-4,5.918862273259835E-4,0.22369676493479393,1.7895741194783514,524.0,72.1921773880064,65.38018850073057,0.0,
ID6909 → ID6632,97,6909,6632,0.09311188838199028,0.006784397892941861,0.2417665534126609,1.9341324273012872,692.0,44.847010025703796,68.07544953983506,0.0,
ID6919 → ID7260,97,6919,7260,2.1762865780947276E-5,0.006495781428535073,0.23842204866723912,1.907376389337913,796.0,16.001051336886476,69.12125786344524,0.0,
ID7260 → ID7520,97,7260,7520,1.0155972587277604,0.0034877865146444582,0.11255039809144732,0.9004031847315785,804.0,14.602775999156648,69.24534802808367,0.0,
ID3572 → ID4963,97,3572,4963,0.1397224802647845,0.0356703607360225,0.1735901477978357,1.3887211823826855,452.0,86.23260981819135,63.17215372180112,0.0,
ID6797 → ID6389,97,6797,6389,0.44711225514719216,0.008986934051531639,0.21714385056414476,1.737150804513158,644.0,57.62719218498579,66.07944676212419,0.0,
ID7520 → ID8904,97,7520,8904,0.8102377603933543,0.005656695572918663,0.04926326066530865,0.3941060853224692,812.0,13.95666824729963,69.28142698745268,0.0,
ID7354 → ID7165,97,7354,7165,0.059497683446709214,0.3850909778304776,8.965979256765754E-4,0.007172783405412603,844.0,14.221685357957131,69.23651366204042,0.0,
ID5804 → ID6625,97,5804,6625,0.029598242836128934,0.0029334144047836338,0.2916533274948797,2.3332266199590377,708.0,40.41607569765311,68.23153906967592,0.0,
ID5687 → ID7305,97,5687,7305,0.022301397245278305,0.0044183709247214474,0.30020357795413016,2.4016286236330413,724.0,35.377623180995926,68.29305147236143,0.0,
ID3315 → ID3500,97,3315,3500,0.02935500139828072,0.007937182396070311,0.13793886478966452,1.1035109183173162,420.0,91.56595867485177,62.22749240176108,0.0,
ID9161 → ID8163,97,9161,8163,0.0286911180261161,0.004226508851010749,0.2660394781616828,2.128315825293462,780.0,19.740266392707042,68.7617267479173,0.0,
ID3500 → ID3106,97,3500,3106,0.1011624170785157,0.02479066882873153,0.13925499604644095,1.1140399683715276,428.0,90.4629447644624,62.25384250227461,0.0,
ID6031 → ID6797,97,6031,6797,0.7041097907063039,0.005517178581025738,0.17502816287369535,1.4002253029895628,636.0,59.193275704862884,66.00857557421132,0.0,
ID8391 → ID6103,97,8391,6103,0.008113401110266627,0.0049902993139186265,0.216622859012378,1.732982872099024,548.0,66.973554876907,65.70446349654287,0.0,
ID7904 → ID7997,97,7904,7997,1.1513806303986136,0.010158036858582535,0.3029956308399279,2.4239650467194234,876.0,9.91719122869549,70.08641324240111,0.0,
ID5517 → ID5570,97,5517,5570,0.07835532233348,0.013350469324920173,0.19670026306493618,1.5736021045194895,532.0,70.5174820806963,65.50311554525808,0.0,
ID6103 → ID6743,97,6103,6743,0.08685280151158614,0.014647378464225017,0.1949846801387063,1.5598774411096503,556.0,65.33011920089164,65.680327354202,0.0,
ID6389 → ID8774,97,6389,8774,1.0253815810587459,0.021719496882914826,0.3065699804482717,2.4525598435861737,652.0,55.55376596872294,66.31870874297152,0.0,
ID7716 → ID9637,97,7716,9637,4.352464948467351,0.030155430635771318,0.550848709724395,4.40678967779516,900.0,2.185881168104877,71.97749431091856,0.0,
ID5934 → ID6909,97,5934,6909,0.15567330611507038,0.010340597409864613,0.25520534725242494,2.0416427780193995,684.0,46.82670610181688,67.90342283841002,0.0,
ID8833 → ID8697,97,8833,8697,0.9239269691420917,0.04064177779588829,0.14032048942982778,1.1225639154386222,860.0,13.326934238376797,69.26185226937629,0.0,
